Location,Crop,Region,Soil Type,Rainfall (mm),Temperature (°C),Drought Tolerance,Flood Resistance,Heat Resilience,Yield Under Stress (tons/ha)
Arunachal Pradesh,Soybean,Central,Peaty,1245.65,22.7,0.79,0.78,0.65,7.94
Jammu and Kashmir,Rice,Central,Clay,1026.48,20.1,0.39,0.84,0.67,8.2
Sikkim,Maize,North,Loamy,423.14,20.7,0.93,0.13,0.87,6.56
Assam,Soybean,North,Peaty,1192.72,28.3,0.77,0.0,0.39,8.09
Andhra Pradesh,Soybean,North,Clay,522.1,18.1,0.98,0.23,0.47,3.49
Mizoram,Maize,South,Peaty,415.65,28.3,0.35,0.58,0.82,7.9
Delhi,Rice,Central,Peaty,1260.89,25.9,0.28,0.62,0.69,6.76
Jharkhand,Maize,North,Peaty,1037.68,26.5,0.54,0.6,0.15,3.74
Jharkhand,Maize,East,Peaty,465.97,30.7,0.39,0.12,0.81,1.53
Punjab,Soybean,North,Silt,1429.29,33.6,0.33,0.01,0.08,6.02
Maharashtra,Maize,South,Silt,978.3,38.7,0.3,0.55,0.42,9.34
West Bengal,Maize,West,Clay,977.04,37.0,0.36,0.82,0.84,8.29
Maharashtra,Maize,East,Sandy,1094.82,22.6,0.89,0.38,0.96,6.24
Jharkhand,Wheat,Central,Loamy,406.19,38.1,0.52,0.11,0.15,2.04
Uttarakhand,Wheat,West,Sandy,901.9,27.2,0.7,0.59,0.85,1.84
Bihar,Cotton,Central,Clay,680.99,23.8,0.35,0.47,0.23,4.5
Gujarat,Cotton,North,Clay,971.38,31.8,0.66,0.43,0.47,4.45
Kerala,Rice,West,Sandy,1475.78,37.4,0.66,0.05,0.18,1.35
Goa,Soybean,Central,Loamy,416.96,19.9,0.26,0.58,0.27,5.61
Kerala,Wheat,South,Silt,750.33,20.5,0.3,0.23,0.66,8.26
Chhattisgarh,Rice,West,Sandy,1285.51,19.2,0.38,0.46,0.53,8.38
West Bengal,Soybean,South,Peaty,925.07,34.1,0.23,0.38,0.04,6.24
Assam,Cotton,West,Peaty,392.29,23.5,0.68,0.52,0.91,5.06
Haryana,Wheat,South,Sandy,392.07,21.5,0.93,0.1,0.55,2.08
Nagaland,Soybean,Central,Sandy,710.75,35.4,0.44,0.43,0.13,4.75
Kerala,Cotton,East,Peaty,1401.15,18.6,0.66,0.89,0.1,4.42
Haryana,Rice,East,Loamy,823.14,38.5,0.3,0.85,0.55,3.62
West Bengal,Wheat,North,Sandy,389.53,18.5,0.39,0.42,0.89,4.78
Odisha,Rice,West,Loamy,516.13,31.5,0.14,0.32,0.97,5.53
Mizoram,Wheat,Central,Sandy,605.4,24.4,0.84,0.59,0.66,5.3
Telangana,Maize,Central,Peaty,204.69,34.6,0.92,0.67,0.99,6.38
Jammu and Kashmir,Rice,Central,Sandy,225.71,22.2,0.11,0.44,0.49,3.39
Nagaland,Soybean,North,Clay,925.66,28.0,0.38,0.77,0.49,2.85
Haryana,Maize,North,Loamy,994.78,38.6,0.38,0.6,1.0,6.69
Mizoram,Cotton,West,Loamy,962.79,38.6,0.34,0.8,0.83,4.59
Andhra Pradesh,Cotton,East,Loamy,1081.15,38.4,0.5,0.05,0.07,2.08
Haryana,Cotton,North,Clay,603.09,38.2,0.15,0.74,0.09,3.59
Uttar Pradesh,Maize,West,Silt,568.59,19.1,0.04,0.48,0.8,8.49
Haryana,Soybean,North,Silt,1009.45,25.3,0.81,0.58,0.37,9.44
Madhya Pradesh,Wheat,South,Peaty,487.44,38.2,0.31,0.94,0.25,4.93
Himachal Pradesh,Soybean,Central,Sandy,405.28,30.6,0.63,0.5,0.57,3.19
Goa,Rice,West,Clay,901.63,35.4,0.56,0.91,0.1,2.9
Punjab,Soybean,Central,Silt,1114.34,15.8,0.38,0.4,0.08,5.88
West Bengal,Rice,East,Peaty,1071.78,33.6,0.34,0.47,0.85,6.51
Tamil Nadu,Cotton,South,Sandy,768.81,27.0,0.12,0.06,0.52,5.29
Maharashtra,Soybean,East,Sandy,814.08,31.7,0.16,0.04,0.71,2.33
Goa,Soybean,West,Peaty,774.3,28.3,0.7,0.26,0.27,8.81
Chhattisgarh,Soybean,South,Silt,1140.53,37.0,0.89,0.56,1.0,2.25
Uttarakhand,Soybean,North,Silt,1325.94,30.0,0.34,0.13,0.91,9.24
Telangana,Soybean,North,Sandy,532.88,15.7,0.39,0.25,0.13,9.91
West Bengal,Soybean,East,Clay,203.16,32.7,0.79,0.78,0.85,2.72
Jammu and Kashmir,Maize,West,Sandy,617.21,33.6,0.31,0.89,0.43,7.3
Nagaland,Soybean,North,Peaty,671.08,27.8,0.98,0.56,0.89,7.5
Tamil Nadu,Soybean,West,Silt,471.08,32.5,0.33,0.82,0.13,6.02
Haryana,Wheat,North,Sandy,974.01,23.7,0.96,0.51,0.81,8.87
Telangana,Soybean,East,Clay,1195.87,31.2,0.75,0.83,0.59,5.76
Karnataka,Soybean,North,Sandy,641.43,34.6,0.64,0.8,0.41,8.27
Sikkim,Wheat,East,Loamy,704.02,34.4,0.16,0.98,0.9,9.0
Jammu and Kashmir,Cotton,Central,Silt,1051.77,16.3,0.8,0.28,0.29,2.91
Manipur,Cotton,Central,Loamy,794.11,26.6,0.95,0.53,0.29,5.1
Sikkim,Rice,Central,Peaty,933.98,22.7,0.5,0.54,0.6,6.57
Karnataka,Rice,North,Clay,745.77,30.2,0.69,0.15,0.27,9.73
Telangana,Cotton,East,Clay,1109.0,32.3,0.07,0.63,0.48,9.63
Goa,Rice,North,Peaty,413.15,19.2,0.85,0.44,0.21,6.69
Uttar Pradesh,Soybean,West,Loamy,697.13,35.9,0.67,0.84,0.07,5.95
Gujarat,Maize,North,Clay,1285.58,25.7,0.75,0.24,0.51,3.73
Mizoram,Cotton,South,Clay,672.53,22.0,0.88,0.67,0.99,7.0
Sikkim,Wheat,East,Loamy,214.8,33.5,0.03,0.06,0.05,6.09
Uttar Pradesh,Wheat,West,Sandy,469.15,30.5,0.19,0.6,0.6,7.63
Madhya Pradesh,Wheat,Central,Sandy,964.74,15.6,0.96,0.83,0.9,5.27
Uttar Pradesh,Wheat,South,Silt,1426.7,19.9,0.3,0.99,0.19,2.47
Odisha,Soybean,South,Sandy,541.27,34.4,0.65,0.1,0.66,9.8
Goa,Rice,South,Sandy,1108.32,30.1,0.9,0.19,0.77,6.81
Rajasthan,Soybean,South,Silt,971.88,21.8,0.83,0.28,0.45,7.52
Jharkhand,Cotton,Central,Clay,878.31,35.2,0.78,0.13,0.75,5.21
Madhya Pradesh,Cotton,East,Sandy,1066.02,22.1,0.02,0.33,0.88,7.52
Karnataka,Cotton,Central,Clay,1132.18,32.6,0.76,0.98,0.59,2.76
Sikkim,Cotton,East,Loamy,470.56,25.4,0.75,0.06,0.67,9.07
Andhra Pradesh,Wheat,North,Clay,559.82,30.6,0.45,0.73,0.36,3.45
Arunachal Pradesh,Wheat,West,Peaty,1371.45,31.3,0.9,0.22,0.47,7.52
Ladakh,Soybean,West,Sandy,682.76,39.9,0.22,0.66,0.87,9.25
Odisha,Soybean,Central,Sandy,1390.08,28.4,0.52,0.83,0.52,1.53
Tamil Nadu,Rice,West,Peaty,664.65,25.8,0.01,0.28,0.6,2.51
Kerala,Maize,West,Clay,351.37,25.6,0.56,0.22,0.62,5.26
Telangana,Cotton,North,Peaty,585.87,15.8,0.69,0.19,0.91,4.21
Ladakh,Soybean,West,Loamy,818.57,27.2,0.44,0.31,0.64,2.65
Haryana,Rice,North,Sandy,839.36,24.8,0.12,0.48,0.16,6.44
Uttar Pradesh,Maize,Central,Silt,610.7,33.9,0.23,0.59,0.88,2.56
Bihar,Soybean,South,Loamy,1188.02,20.2,0.36,0.03,0.23,6.39
Bihar,Soybean,East,Loamy,539.92,18.8,0.06,0.58,0.97,6.68
Jammu and Kashmir,Soybean,West,Clay,414.68,18.6,0.27,0.33,0.31,2.82
Bihar,Cotton,South,Clay,874.19,18.9,0.64,0.22,0.13,4.2
Sikkim,Cotton,North,Sandy,1110.94,15.4,0.45,0.93,0.82,9.06
Himachal Pradesh,Maize,East,Silt,880.79,31.4,0.31,0.53,0.85,6.72
Manipur,Rice,Central,Loamy,369.06,26.3,0.42,0.12,0.57,1.49
Bihar,Soybean,Central,Silt,414.1,16.6,0.26,0.83,0.78,7.51
Punjab,Wheat,West,Silt,900.17,31.9,0.73,0.45,0.5,5.77
West Bengal,Cotton,South,Loamy,725.33,29.0,0.32,0.21,0.64,3.01
Assam,Wheat,Central,Sandy,1334.56,33.3,0.3,0.83,0.2,2.21
Manipur,Wheat,North,Peaty,810.32,36.8,0.86,0.35,0.7,6.23
West Bengal,Rice,East,Sandy,1075.96,30.4,0.27,0.04,0.96,4.34
Nagaland,Soybean,East,Silt,1184.55,35.7,0.26,0.26,0.22,7.56
Jammu and Kashmir,Wheat,West,Loamy,770.88,18.4,0.63,0.85,0.19,5.13
Tamil Nadu,Rice,North,Sandy,1328.85,31.6,0.87,0.78,0.77,1.88
Sikkim,Cotton,East,Loamy,657.67,17.7,0.55,0.87,0.1,2.96
Manipur,Wheat,Central,Clay,1399.21,29.5,0.29,0.91,0.86,8.13
Madhya Pradesh,Soybean,South,Peaty,208.09,34.5,0.97,0.32,0.56,6.03
Madhya Pradesh,Rice,West,Sandy,990.71,23.5,0.95,0.36,0.6,8.56
Ladakh,Wheat,West,Peaty,796.9,19.8,0.36,0.14,0.06,3.23
Maharashtra,Rice,South,Silt,620.62,30.6,0.15,0.47,0.45,4.49
West Bengal,Soybean,North,Loamy,264.97,34.0,0.29,0.41,0.3,2.77
Madhya Pradesh,Cotton,West,Clay,1383.93,16.6,0.95,0.83,0.36,9.32
Goa,Maize,West,Clay,1455.6,39.2,0.09,0.8,0.73,9.75
Jammu and Kashmir,Soybean,East,Sandy,428.79,32.3,0.88,0.14,0.15,9.25
Maharashtra,Wheat,West,Clay,915.79,15.2,1.0,0.18,0.59,7.51
Uttar Pradesh,Cotton,North,Loamy,340.91,36.6,0.18,0.7,0.64,4.18
Karnataka,Maize,West,Clay,327.57,19.3,0.83,0.21,0.35,1.38
West Bengal,Maize,Central,Sandy,1360.6,25.3,0.47,0.67,0.03,1.42
Bihar,Rice,West,Sandy,1349.4,31.4,0.13,0.2,0.71,1.87
Sikkim,Cotton,West,Loamy,267.01,35.7,0.22,0.69,0.93,4.18
Jharkhand,Wheat,South,Loamy,490.72,34.6,0.48,0.51,0.26,8.23
Arunachal Pradesh,Maize,Central,Silt,235.78,39.7,0.49,0.02,0.12,9.74
Telangana,Cotton,Central,Clay,1094.46,30.4,0.22,0.31,0.15,7.58
Tamil Nadu,Soybean,South,Sandy,533.77,20.1,0.29,0.87,0.05,5.11
Tripura,Wheat,West,Clay,1152.56,39.9,0.96,0.82,0.73,2.71
Manipur,Rice,East,Sandy,1016.74,24.7,0.73,0.55,0.55,7.51
West Bengal,Cotton,Central,Sandy,1091.12,28.1,0.54,0.37,0.58,8.38
Sikkim,Wheat,South,Loamy,1149.88,17.3,0.05,0.6,0.57,9.44
Jammu and Kashmir,Maize,West,Clay,392.57,25.5,0.62,0.87,0.35,8.09
Punjab,Wheat,West,Sandy,507.1,23.1,0.12,0.09,0.81,5.47
Punjab,Soybean,East,Sandy,758.97,36.4,0.31,0.25,0.6,7.95
Jharkhand,Wheat,Central,Peaty,786.42,26.8,0.36,0.48,0.5,6.22
Madhya Pradesh,Soybean,West,Sandy,777.23,25.9,0.44,0.1,0.25,7.52
Manipur,Maize,West,Silt,1226.53,24.0,0.75,0.59,0.08,5.02
Bihar,Wheat,North,Clay,1346.77,17.4,0.77,0.56,0.18,2.63
Chhattisgarh,Wheat,Central,Peaty,1196.48,18.3,0.13,0.55,0.79,4.29
Andhra Pradesh,Wheat,East,Clay,743.9,38.0,0.23,0.62,0.45,8.89
Assam,Maize,East,Loamy,1304.95,29.8,0.65,0.25,0.61,1.86
West Bengal,Soybean,West,Silt,1373.04,34.4,0.1,0.35,0.28,1.7
Uttar Pradesh,Wheat,North,Clay,304.51,38.0,0.89,0.56,0.5,5.46
Himachal Pradesh,Cotton,Central,Silt,1049.91,16.6,0.25,0.83,0.61,9.83
Punjab,Wheat,Central,Clay,281.07,24.0,0.04,0.44,0.27,8.55
Punjab,Soybean,East,Silt,265.96,16.4,0.59,0.9,0.18,6.28
Jammu and Kashmir,Maize,North,Loamy,970.7,38.7,0.84,0.85,0.66,9.05
Tamil Nadu,Rice,East,Peaty,773.71,31.7,0.3,0.53,0.76,3.56
Bihar,Rice,Central,Clay,1285.98,23.0,0.65,0.96,0.45,2.58
Chhattisgarh,Maize,Central,Clay,1421.31,18.0,0.95,0.8,0.37,1.64
Gujarat,Rice,North,Sandy,583.83,26.4,0.74,0.76,0.76,6.25
Rajasthan,Soybean,Central,Silt,1151.4,16.3,0.03,0.86,0.54,6.09
Delhi,Cotton,East,Peaty,713.82,18.2,0.99,0.07,0.35,3.05
Rajasthan,Maize,East,Sandy,536.53,17.3,0.2,0.65,0.83,9.01
Uttar Pradesh,Cotton,North,Sandy,1101.69,37.0,0.82,0.14,0.49,4.4
Jammu and Kashmir,Cotton,North,Sandy,1472.77,38.9,0.62,0.06,0.46,3.94
Chhattisgarh,Maize,West,Silt,1057.39,21.4,0.57,0.8,0.64,7.81
Gujarat,Soybean,South,Silt,385.79,21.3,0.96,0.21,0.42,5.17
Jharkhand,Wheat,North,Peaty,1225.58,23.5,0.47,0.89,0.74,6.9
Tamil Nadu,Rice,West,Peaty,1316.52,38.9,0.5,0.77,0.49,5.03
Mizoram,Cotton,North,Silt,847.25,32.1,0.58,0.59,0.92,6.09
Telangana,Maize,Central,Peaty,1335.63,26.2,0.85,0.6,0.99,9.85
Gujarat,Cotton,Central,Sandy,553.97,18.4,0.62,0.47,0.81,4.69
Arunachal Pradesh,Rice,Central,Silt,1435.11,21.5,0.33,0.11,0.42,9.55
Rajasthan,Soybean,Central,Loamy,473.62,19.6,0.6,0.9,0.02,3.62
Jammu and Kashmir,Wheat,Central,Clay,997.02,17.9,0.82,0.6,0.88,7.99
Ladakh,Maize,Central,Loamy,226.53,33.1,0.5,0.92,0.57,7.63
Assam,Wheat,Central,Loamy,664.66,23.2,0.13,0.85,0.61,2.37
Haryana,Wheat,South,Peaty,402.59,38.8,0.08,0.16,0.08,8.27
Kerala,Maize,North,Silt,1260.0,17.8,0.55,0.81,0.05,7.9
Karnataka,Cotton,North,Loamy,999.02,19.4,0.12,0.57,0.06,8.91
Karnataka,Cotton,South,Clay,703.63,38.9,0.2,0.8,0.9,8.01
Haryana,Rice,East,Silt,624.39,33.6,0.91,1.0,0.69,8.28
Jharkhand,Cotton,North,Loamy,411.08,20.4,0.6,0.04,0.58,3.33
Haryana,Cotton,South,Clay,460.95,32.7,0.14,0.89,0.24,3.88
Meghalaya,Maize,South,Sandy,1261.55,38.2,0.11,0.91,0.78,9.91
Karnataka,Wheat,West,Sandy,900.33,15.0,0.03,0.09,0.88,2.09
Tripura,Wheat,North,Sandy,1250.26,39.5,0.62,0.08,0.78,8.68
Tamil Nadu,Rice,West,Peaty,531.34,31.5,0.39,0.17,0.33,9.98
Punjab,Maize,South,Silt,1131.36,17.3,0.34,0.78,0.75,5.26
Andhra Pradesh,Wheat,Central,Sandy,1083.21,21.4,0.22,0.58,0.02,3.5
Andhra Pradesh,Soybean,North,Silt,660.24,28.7,0.4,0.68,0.78,1.12
Goa,Rice,North,Silt,557.8,24.3,0.08,0.54,0.51,9.06
Gujarat,Rice,East,Sandy,493.16,29.2,0.52,0.93,0.68,9.89
Assam,Rice,East,Peaty,1073.32,27.3,0.5,0.82,0.55,4.82
Bihar,Maize,West,Sandy,970.01,20.9,0.95,0.5,0.27,4.86
Himachal Pradesh,Rice,South,Peaty,663.86,18.7,0.27,0.34,0.82,4.64
Haryana,Wheat,Central,Sandy,621.0,29.3,0.79,0.73,0.25,9.29
Andhra Pradesh,Cotton,Central,Clay,243.22,29.6,0.53,0.32,0.08,9.62
Bihar,Cotton,Central,Silt,1082.17,20.1,0.54,0.6,0.66,3.87
Nagaland,Wheat,West,Silt,965.16,38.5,0.58,0.5,0.02,8.08
Chhattisgarh,Wheat,North,Sandy,963.98,34.8,0.92,0.18,0.12,3.41
Kerala,Maize,West,Peaty,826.2,34.6,0.06,0.77,0.03,9.73
Uttarakhand,Maize,West,Clay,1074.77,18.5,0.07,0.08,0.21,1.18
Maharashtra,Cotton,West,Loamy,403.03,37.8,0.53,0.97,0.69,4.68
Jharkhand,Cotton,North,Silt,1483.68,18.4,0.55,0.69,0.13,9.09
Uttar Pradesh,Soybean,North,Silt,907.22,30.2,0.83,0.49,0.08,8.08
Goa,Maize,South,Sandy,1225.11,25.4,0.14,0.46,0.33,7.57
Manipur,Rice,West,Silt,1028.19,19.2,1.0,0.29,0.59,3.27
Kerala,Cotton,North,Loamy,1171.47,15.6,0.6,0.17,0.41,9.89
Himachal Pradesh,Maize,Central,Clay,1188.92,30.5,0.85,0.08,0.25,2.04
Andhra Pradesh,Rice,North,Clay,1369.44,33.5,0.61,0.06,0.35,1.74
Punjab,Cotton,East,Sandy,219.09,19.4,0.1,0.33,0.6,4.28
West Bengal,Maize,North,Clay,495.3,32.3,0.95,0.52,0.15,5.05
Andhra Pradesh,Maize,North,Sandy,788.82,37.6,0.93,0.48,0.44,7.8
Uttar Pradesh,Maize,East,Loamy,1100.05,39.9,0.32,0.58,0.85,7.2
West Bengal,Wheat,West,Loamy,269.66,28.5,0.94,0.11,0.07,5.65
Ladakh,Wheat,South,Silt,1171.0,26.5,0.18,0.17,0.07,2.03
Jharkhand,Maize,East,Clay,531.24,38.5,0.53,0.64,0.16,6.95
Mizoram,Maize,South,Sandy,436.61,26.0,0.92,0.06,0.84,7.4
Punjab,Cotton,Central,Peaty,1414.24,39.7,0.11,0.27,0.31,1.53
Goa,Soybean,North,Clay,1395.65,19.7,0.4,0.31,0.36,8.03
Delhi,Maize,Central,Sandy,1311.31,32.5,0.06,0.29,0.98,3.0
Rajasthan,Rice,North,Silt,1359.73,28.3,0.65,0.87,0.84,6.1
Bihar,Rice,South,Sandy,423.35,29.9,0.28,0.13,0.23,8.23
Odisha,Maize,North,Clay,1049.88,15.7,0.56,0.94,0.91,7.2
Bihar,Maize,South,Peaty,1359.66,23.7,0.71,0.22,0.1,2.61
Gujarat,Rice,North,Peaty,445.67,39.1,0.7,0.68,0.91,9.67
Tripura,Rice,East,Clay,471.31,20.4,0.37,0.04,0.92,4.17
Himachal Pradesh,Rice,South,Peaty,973.85,31.3,1.0,0.05,0.33,4.04
Madhya Pradesh,Maize,Central,Sandy,957.14,16.5,0.29,0.76,0.18,7.58
Delhi,Maize,North,Loamy,1446.81,23.4,0.11,0.42,0.5,6.78
Uttar Pradesh,Rice,East,Clay,1117.71,22.0,0.61,0.58,0.01,8.33
Jammu and Kashmir,Maize,West,Sandy,645.38,29.1,0.88,0.77,0.49,7.2
Bihar,Maize,South,Peaty,1293.42,26.5,0.97,0.05,0.26,4.12
Manipur,Soybean,Central,Clay,350.36,18.3,0.41,0.43,0.25,1.67
Madhya Pradesh,Soybean,West,Sandy,616.01,30.9,0.99,0.97,0.99,4.68
Jammu and Kashmir,Cotton,East,Peaty,1170.15,30.8,0.32,0.36,0.72,8.69
Uttar Pradesh,Maize,North,Sandy,316.22,20.2,0.63,0.8,0.54,2.89
Jharkhand,Maize,West,Silt,322.17,36.2,0.84,0.51,0.44,6.93
Uttar Pradesh,Wheat,North,Peaty,405.21,36.9,0.33,0.19,0.48,6.03
Odisha,Wheat,Central,Peaty,1430.44,34.7,0.41,0.94,0.56,4.89
Nagaland,Cotton,South,Silt,1075.47,33.3,0.1,0.59,0.33,5.09
Jharkhand,Wheat,North,Silt,1196.21,18.6,0.61,0.65,0.89,7.76
Nagaland,Rice,North,Sandy,687.55,22.4,0.07,0.24,0.73,7.04
Manipur,Soybean,West,Clay,1463.57,37.0,0.82,0.89,0.38,4.6
Arunachal Pradesh,Soybean,South,Silt,473.64,16.5,0.33,0.33,0.66,4.18
Himachal Pradesh,Cotton,East,Silt,840.44,27.9,0.07,0.59,0.98,6.34
Manipur,Maize,Central,Sandy,1135.83,32.4,0.71,0.1,0.36,6.31
Madhya Pradesh,Rice,North,Loamy,1427.34,24.6,0.7,0.14,0.81,6.37
Gujarat,Soybean,South,Sandy,1048.12,38.9,0.75,0.56,0.34,2.55
Telangana,Wheat,South,Silt,464.59,22.4,0.98,0.83,0.45,3.05
Uttarakhand,Cotton,North,Silt,520.51,30.7,0.15,0.17,0.26,7.96
Uttarakhand,Wheat,South,Peaty,882.58,24.5,0.55,0.49,0.6,1.72
Chhattisgarh,Rice,East,Sandy,1240.21,37.3,0.53,0.93,0.15,7.17
Karnataka,Cotton,North,Loamy,618.82,26.1,0.16,0.1,0.64,9.15
Karnataka,Soybean,North,Loamy,540.83,37.0,0.57,0.98,0.62,2.32
Uttar Pradesh,Cotton,East,Sandy,1218.92,39.2,0.81,0.2,0.58,4.96
Mizoram,Wheat,West,Loamy,846.31,19.2,0.06,0.35,0.31,6.93
Maharashtra,Soybean,West,Silt,938.22,38.0,0.66,0.61,1.0,4.55
Arunachal Pradesh,Wheat,North,Loamy,823.39,31.5,0.1,0.75,0.26,4.0
Bihar,Wheat,West,Clay,1055.37,32.5,0.33,0.47,0.26,2.44
Andhra Pradesh,Cotton,East,Sandy,1408.3,32.6,0.75,0.6,0.13,4.07
Delhi,Maize,South,Clay,420.67,17.1,0.85,0.99,0.84,9.4
Sikkim,Wheat,East,Silt,949.84,23.6,0.05,0.39,0.68,2.79
Odisha,Soybean,North,Clay,777.28,21.3,0.23,0.26,0.87,1.97
Chhattisgarh,Cotton,East,Clay,1058.44,29.0,1.0,0.26,0.09,8.43
Tamil Nadu,Cotton,North,Loamy,272.32,34.2,0.53,0.63,0.62,9.5
Delhi,Rice,East,Clay,1341.82,26.7,0.77,0.41,0.3,6.82
Karnataka,Wheat,West,Peaty,761.77,29.5,0.38,0.64,0.49,9.54
Madhya Pradesh,Wheat,Central,Clay,1068.01,21.1,0.7,0.97,0.14,1.25
Uttar Pradesh,Wheat,East,Silt,465.04,35.8,0.12,0.33,0.17,8.22
Delhi,Rice,West,Sandy,653.63,37.9,0.41,0.99,0.55,4.79
Odisha,Maize,South,Sandy,538.87,22.4,0.02,0.86,0.63,4.87
Madhya Pradesh,Maize,North,Peaty,1406.61,15.4,0.56,0.64,0.49,1.29
Uttar Pradesh,Wheat,Central,Peaty,1006.53,20.4,0.33,0.42,0.28,9.29
Uttarakhand,Rice,North,Clay,717.07,25.2,0.68,0.48,0.26,5.29
Assam,Soybean,South,Sandy,1200.86,37.4,0.48,0.45,0.53,1.92
Karnataka,Maize,South,Loamy,1357.13,38.1,0.54,0.34,0.94,7.69
Kerala,Cotton,West,Loamy,1069.11,33.1,0.39,0.91,0.96,7.9
Madhya Pradesh,Rice,West,Sandy,945.32,38.4,0.39,0.57,0.88,4.18
Uttar Pradesh,Cotton,South,Sandy,1073.92,27.5,0.77,0.99,0.92,5.49
Kerala,Wheat,West,Loamy,1336.63,27.7,0.67,0.72,0.51,6.09
Chhattisgarh,Wheat,West,Peaty,756.52,28.2,0.98,0.82,0.35,4.89
Nagaland,Cotton,East,Loamy,307.09,24.1,0.19,0.36,0.52,8.38
Assam,Soybean,North,Silt,745.6,37.2,0.79,0.54,0.11,7.96
Madhya Pradesh,Wheat,East,Loamy,291.5,28.4,0.94,0.53,0.89,6.4
Jharkhand,Wheat,West,Loamy,916.05,25.2,0.62,0.11,0.82,1.57
Punjab,Cotton,Central,Sandy,1158.09,19.6,0.17,0.04,0.26,1.68
Sikkim,Maize,North,Loamy,530.95,21.1,0.0,0.05,0.06,3.78
Sikkim,Rice,West,Loamy,1091.86,20.7,0.71,0.24,0.39,7.43
Assam,Soybean,South,Peaty,469.82,21.2,0.17,0.38,0.16,7.57
West Bengal,Soybean,North,Peaty,1070.63,31.6,0.89,0.53,0.62,4.78
Andhra Pradesh,Rice,Central,Clay,501.22,29.0,0.85,0.3,0.19,8.46
Arunachal Pradesh,Wheat,South,Loamy,1312.93,22.0,0.78,0.61,0.56,7.47
Jammu and Kashmir,Rice,North,Clay,475.81,31.7,0.63,0.81,0.79,7.95
Meghalaya,Wheat,West,Silt,1184.21,22.0,0.19,0.63,0.4,9.58
Tripura,Maize,South,Peaty,1266.21,19.1,0.52,0.62,0.61,8.25
Arunachal Pradesh,Cotton,West,Sandy,874.08,32.4,0.05,0.05,0.89,4.54
Kerala,Cotton,West,Silt,1151.71,29.0,0.38,0.69,0.74,8.55
Mizoram,Soybean,West,Clay,968.6,29.2,0.63,0.12,0.9,8.27
Meghalaya,Cotton,West,Peaty,906.26,39.9,0.15,0.32,0.17,3.22
Telangana,Wheat,Central,Loamy,240.82,16.5,0.39,0.92,0.6,3.43
Jharkhand,Rice,South,Clay,293.29,33.7,0.44,0.71,0.91,1.86
Telangana,Rice,South,Peaty,1450.01,30.6,0.44,0.61,0.95,1.39
Kerala,Wheat,Central,Peaty,314.73,17.2,0.49,0.18,0.18,5.39
Haryana,Wheat,East,Loamy,999.77,26.6,0.29,0.25,0.02,9.77
Chhattisgarh,Wheat,East,Clay,1131.38,18.8,0.53,0.97,0.63,4.19
Assam,Soybean,South,Clay,652.73,30.2,0.52,0.12,0.07,5.64
Andhra Pradesh,Rice,Central,Sandy,1154.91,39.0,0.56,0.23,0.36,9.73
Punjab,Soybean,South,Sandy,1369.25,23.7,0.54,0.97,0.23,3.04
Chhattisgarh,Cotton,East,Loamy,685.86,24.3,0.11,0.25,0.2,2.38
Tamil Nadu,Cotton,South,Loamy,1237.81,21.4,0.6,0.44,0.04,6.72
Odisha,Wheat,West,Sandy,1133.15,16.9,0.01,0.12,0.87,9.86
Uttarakhand,Wheat,Central,Loamy,1366.5,16.2,0.21,0.67,0.45,5.68
Bihar,Soybean,Central,Silt,358.07,20.6,0.89,0.97,0.67,1.19
Kerala,Soybean,West,Peaty,1384.28,37.5,0.02,0.14,0.64,1.43
Chhattisgarh,Rice,East,Clay,772.7,19.8,0.51,0.07,0.68,8.46
Kerala,Maize,Central,Clay,691.3,20.2,0.14,0.36,0.06,1.51
Mizoram,Rice,North,Peaty,760.8,17.4,0.23,0.87,0.07,8.61
Rajasthan,Cotton,East,Loamy,1015.61,30.4,0.65,0.22,0.72,3.57
Haryana,Soybean,East,Silt,465.51,16.8,1.0,0.13,0.67,2.59
Delhi,Cotton,West,Clay,303.32,27.3,0.12,0.27,0.44,8.13
Madhya Pradesh,Rice,North,Clay,1015.67,34.7,0.53,0.41,0.28,2.15
Karnataka,Rice,South,Sandy,507.72,30.7,0.62,0.63,0.86,3.64
Kerala,Maize,South,Peaty,841.22,29.3,0.36,0.87,0.12,3.86
Jammu and Kashmir,Wheat,West,Clay,773.04,22.2,0.1,0.6,0.75,6.65
Telangana,Soybean,West,Peaty,450.47,27.5,0.82,0.22,0.83,5.61
Kerala,Cotton,West,Silt,1008.81,39.7,0.8,0.69,0.8,9.06
Assam,Maize,North,Silt,699.85,17.2,0.84,0.46,0.26,6.88
Jharkhand,Wheat,Central,Clay,784.89,18.2,0.96,0.45,0.2,5.14
Himachal Pradesh,Cotton,West,Clay,917.83,25.6,0.78,0.76,0.94,5.14
Gujarat,Wheat,Central,Loamy,1265.71,24.0,0.54,0.69,0.83,2.03
Haryana,Maize,East,Loamy,1254.66,30.8,0.99,0.96,0.92,2.3
Himachal Pradesh,Maize,North,Sandy,1350.13,31.0,0.97,0.25,0.11,1.38
Tripura,Wheat,East,Sandy,1123.91,19.1,0.58,0.37,0.44,1.9
Manipur,Soybean,Central,Peaty,378.21,36.0,0.28,0.29,0.85,8.65
Chhattisgarh,Cotton,West,Clay,879.68,21.5,0.1,0.24,0.89,7.72
